"PPID","CRT_sum","age","gender","education","party","party_choose","social_issues","econ_issues","X2016vote","Clinton_Trump","media_trust","God","random","CRT_familiarity","conserv_rep","internal_statementID","statement_type","prior","post","priorRT","postRT","signal","statementtext","mem","statementID","capped","prior_recode","Bayes_posterior","post_recode","difference","ratio","log_ratio","difference.absolute","log_ratio.absolute","signal_favors_REP","politically_concordant","memory_error","prior_extremity"
141,6,38,2,5,1,1,1,2,1,1,6,3,2,1,-3.05523954533184,3,"FalseDem",50,50,19.758,11.919,"FALSE","Democrat Nancy Pelosi was right when she claimed in 2012 that under â€œObamacareâ€ù everybody in the US will have lower rates, better quality, and better access to health care.",2,7,0,50,33.3333333333333,50,-16.6666666666667,0.666666666666667,-0.405465108108165,16.6666666666667,0.405465108108165,1,0,1,0
141,6,38,2,5,1,1,1,2,1,1,6,3,2,1,-3.05523954533184,4,"FalseDem",30,40,14.421,6.845,"TRUE","More jobs were created in the private sector during the first year of the Obama administration than during the previous eight years of his Republican predecessor George W. Bush.",1,8,0,30,46.1538461538462,40,-6.15384615384615,0.866666666666667,-0.143100843640673,6.15384615384615,0.143100843640673,0,1,1,20
141,6,38,2,5,1,1,1,2,1,1,6,3,2,1,-3.05523954533184,1,"TrueRep",50,50,25.584,7.4,"FALSE","During the first six months of President Donald Trump's administration, average weekly earnings for all private sector workers went up.",2,9,0,50,33.3333333333333,50,-16.6666666666667,0.666666666666667,-0.405465108108165,16.6666666666667,0.405465108108165,0,1,1,0
141,6,38,2,5,1,1,1,2,1,1,6,3,2,1,-3.05523954533184,2,"TrueRep",40,40,10.664,9.482,"TRUE","Under President Donald Trumpâ€™s administration, unemployment has fallen to a 17-year low.",2,10,0,40,57.1428571428571,40,-17.1428571428571,0.7,-0.356674943938732,17.1428571428571,0.356674943938732,1,0,0,10
141,6,38,2,5,1,1,1,2,1,1,6,3,2,1,-3.05523954533184,3,"TrueRep",50,50,8.525,4.462,"TRUE","Under the Trump administrationâ€™s first six months in charge, over 1 million jobs were added to the economy.",1,11,0,50,66.6666666666667,50,-16.6666666666667,0.75,-0.287682072451781,16.6666666666667,0.287682072451781,1,0,1,0
141,6,38,2,5,1,1,1,2,1,1,6,3,2,1,-3.05523954533184,4,"TrueRep",20,40,207.577,4.907,"TRUE","During President Donald Trumpâ€™s first quarter in office, American exports of coal were up by almost 60% on the previous year.",2,12,0,20,33.3333333333333,40,6.66666666666667,1.2,0.182321556793955,6.66666666666667,0.182321556793955,1,0,0,30
141,6,38,2,5,1,1,1,2,1,1,6,3,2,1,-3.05523954533184,1,"TrueDem",70,70,33.738,10.463,"TRUE","During former President Barack Obamaâ€™s final 4 years in office, wages of the average American worker went up.",2,13,0,70,82.3529411764706,70,-12.3529411764706,0.85,-0.162518929497775,12.3529411764706,0.162518929497775,0,1,0,20
141,6,38,2,5,1,1,1,2,1,1,6,3,2,1,-3.05523954533184,2,"TrueDem",10,30,83.604,10.689,"TRUE","For approximately six years following the signing of â€œObamacareâ€ù into law, American businesses created new jobs every single month - a new record at the time.",1,14,0,10,18.1818181818182,30,11.8181818181818,1.65,0.500775287912489,11.8181818181818,0.500775287912489,0,1,1,40
141,6,38,2,5,1,1,1,2,1,1,6,3,2,1,-3.05523954533184,3,"TrueDem",40,60,48.778,10.077,"TRUE","After six years of the Obama administration, US job growth was at its fastest pace since before the millennium.",2,15,0,40,57.1428571428571,60,2.85714285714286,1.05,0.048790164169432,2.85714285714286,0.048790164169432,0,1,0,10
141,6,38,2,5,1,1,1,2,1,1,6,3,2,1,-3.05523954533184,4,"TrueDem",70,60,17.758,11.063,"FALSE","House speaker Republican Paul Ryan was wrong when he claimed in 2016 that Medicare is going broke because of â€œObamacare.â€ù Medicare was in better shape because of Obamacare.",1,16,0,70,53.8461538461538,60,-6.15384615384615,0.897435897435897,-0.108213584640233,6.15384615384615,0.108213584640233,1,0,0,20
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,1,"FalseRep",30,30,13.792,9.711,"FALSE","CNNâ€™s ratings have decreased due to their poor coverage of President Donald Trump.",2,1,0,30,17.6470588235294,30,-12.3529411764706,0.588235294117647,-0.530628251062171,12.3529411764706,0.530628251062171,0,0,1,20
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,2,"FalseRep",60,55,21.429,13.176,"FALSE","Expansion of Medicaid through ""Obamacare"" in Ohio left nearly 60,000 disabled citizens stuck on waiting lists for months.",1,2,0,60,42.8571428571429,55,-12.1428571428571,0.779220779220779,-0.249460859631583,12.1428571428571,0.249460859631583,0,0,0,10
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,3,"FalseRep",30,30,45.995,12.69,"TRUE","Only 10 cents on every dollar from the Clinton Foundation goes to charitable causes.",2,3,0,30,46.1538461538462,30,-16.1538461538462,0.65,-0.430782916092454,16.1538461538462,0.430782916092454,1,1,0,20
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,4,"FalseRep",1,1,8.578,5.432,"FALSE","President Donald Trump signed more bills through the legislature in his first 178 days in office than any president in history.",1,4,0,1,0.50251256281407,1,-0.49748743718593,0.50251256281407,-0.688134638736401,0.49748743718593,0.688134638736401,0,0,0,49
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,1,"FalseDem",0,1,57.574,8.468,"TRUE","During a 2017 summer event highlighting problems with â€œObamacare,â€ù President Donald Trump ignored a disabled child who tried to shake his hand.",2,5,0,0.5,0.99502487562189,1,0.00497512437810965,1.005,0.00498754151103919,0.00497512437810965,0.00498754151103919,0,0,0,50
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,2,"FalseDem",1,1,13.607,11.752,"TRUE","Within two years of â€œObamacareâ€ù being signed into law, health care premiums were going up more slowly than at any time in the previous 50 years.",2,6,0,1,1.98019801980198,1,-0.98019801980198,0.505,-0.683196849706777,0.98019801980198,0.683196849706777,0,0,0,49
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,3,"FalseDem",1,1,11.856,9.122,"TRUE","Democrat Nancy Pelosi was right when she claimed in 2012 that under â€œObamacareâ€ù everybody in the US will have lower rates, better quality, and better access to health care.",2,7,0,1,1.98019801980198,1,-0.98019801980198,0.505,-0.683196849706777,0.98019801980198,0.683196849706777,0,0,0,49
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,4,"FalseDem",1,1,17.695,6.768,"FALSE","More jobs were created in the private sector during the first year of the Obama administration than during the previous eight years of his Republican predecessor George W. Bush.",1,8,0,1,0.50251256281407,1,-0.49748743718593,0.50251256281407,-0.688134638736401,0.49748743718593,0.688134638736401,1,1,0,49
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,1,"TrueRep",70,80,17.312,11.763,"TRUE","During the first six months of President Donald Trump's administration, average weekly earnings for all private sector workers went up.",2,9,0,70,82.3529411764706,80,-2.35294117647058,0.971428571428572,-0.0289875368732522,2.35294117647058,0.0289875368732522,1,1,0,20
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,2,"TrueRep",100,100,6.588,9.006,"TRUE","Under President Donald Trumpâ€™s administration, unemployment has fallen to a 17-year low.",2,10,1,99.5,99.749373433584,99.5,-0.249373433583955,0.9975,-0.00250313021811848,0.249373433583955,0.00250313021811848,1,1,0,50
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,3,"TrueRep",80,90,20.748,9.053,"TRUE","Under the Trump administrationâ€™s first six months in charge, over 1 million jobs were added to the economy.",2,11,0,80,88.8888888888889,90,1.1111111111111,1.0125,0.0124225199985571,1.1111111111111,0.0124225199985571,1,1,0,30
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,4,"TrueRep",70,60,30.05,7.883,"TRUE","During President Donald Trumpâ€™s first quarter in office, American exports of coal were up by almost 60% on the previous year.",2,12,0,70,82.3529411764706,60,-22.3529411764706,0.728571428571429,-0.316669609325033,22.3529411764706,0.316669609325033,1,1,0,20
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,1,"TrueDem",51,51,19.868,9.262,"FALSE","During former President Barack Obamaâ€™s final 4 years in office, wages of the average American worker went up.",1,13,0,51,34.2281879194631,51,-16.7718120805369,0.671140939597315,-0.398776119957368,16.7718120805369,0.398776119957368,1,1,0,1
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,2,"TrueDem",80,80,35.458,13.696,"FALSE","For approximately six years following the signing of â€œObamacareâ€ù into law, American businesses created new jobs every single month - a new record at the time.",2,14,0,80,66.6666666666667,80,-13.3333333333333,0.833333333333333,-0.182321556793955,13.3333333333333,0.182321556793955,1,1,1,30
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,3,"TrueDem",1,1,29.413,28.11,"TRUE","After six years of the Obama administration, US job growth was at its fastest pace since before the millennium.",2,15,0,1,1.98019801980198,1,-0.98019801980198,0.505,-0.683196849706777,0.98019801980198,0.683196849706777,0,0,0,49
142,3,64,1,3,5,2,4,4,5,2,2,2,2,1,1.44499018211566,4,"TrueDem",1,1,23.407,6.496,"TRUE","House speaker Republican Paul Ryan was wrong when he claimed in 2016 that Medicare is going broke because of â€œObamacare.â€ù Medicare was in better shape because of Obamacare.",2,16,0,1,1.98019801980198,1,-0.98019801980198,0.505,-0.683196849706777,0.98019801980198,0.683196849706777,0,0,0,49
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,1,"FalseRep",3,11,9.688,3.488,"FALSE","CNNâ€™s ratings have decreased due to their poor coverage of President Donald Trump.",1,1,0,3,1.52284263959391,11,-9.47715736040609,0.138440239963083,-1.97731652688016,9.47715736040609,1.97731652688016,0,1,0,47
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,2,"FalseRep",10,10,33.714,5.707,"FALSE","Expansion of Medicaid through ""Obamacare"" in Ohio left nearly 60,000 disabled citizens stuck on waiting lists for months.",1,2,0,10,5.26315789473684,10,-4.73684210526316,0.526315789473684,-0.641853886172395,4.73684210526316,0.641853886172395,0,1,0,40
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,3,"FalseRep",20,23,6.793,5.958,"FALSE","Only 10 cents on every dollar from the Clinton Foundation goes to charitable causes.",1,3,0,20,11.1111111111111,23,-11.8888888888889,0.483091787439614,-0.727548607277278,11.8888888888889,0.727548607277278,0,1,0,30
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,4,"FalseRep",1,3,13.061,4.495,"FALSE","President Donald Trump signed more bills through the legislature in his first 178 days in office than any president in history.",1,4,0,1,0.50251256281407,3,-2.49748743718593,0.16750418760469,-1.78674692740451,2.49748743718593,1.78674692740451,0,1,0,49
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,1,"FalseDem",81,81,15.177,3.182,"FALSE","During a 2017 summer event highlighting problems with â€œObamacare,â€ù President Donald Trump ignored a disabled child who tried to shake his hand.",1,5,0,81,68.0672268907563,81,-12.9327731092437,0.840336134453782,-0.173953307123438,12.9327731092437,0.173953307123438,1,0,0,31
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,2,"FalseDem",50,58,7.072,5.189,"FALSE","Within two years of â€œObamacareâ€ù being signed into law, health care premiums were going up more slowly than at any time in the previous 50 years.",2,6,0,50,33.3333333333333,58,-24.6666666666667,0.574712643678161,-0.553885113226438,24.6666666666667,0.553885113226438,1,0,1,0
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,3,"FalseDem",30,38,7.193,4.578,"TRUE","Democrat Nancy Pelosi was right when she claimed in 2012 that under â€œObamacareâ€ù everybody in the US will have lower rates, better quality, and better access to health care.",2,7,0,30,46.1538461538462,38,-8.15384615384615,0.823333333333333,-0.194394138028224,8.15384615384615,0.194394138028224,0,1,0,20
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,4,"FalseDem",81,80,9.601,4.827,"FALSE","More jobs were created in the private sector during the first year of the Obama administration than during the previous eight years of his Republican predecessor George W. Bush.",2,8,0,81,68.0672268907563,80,-11.9327731092437,0.850840336134454,-0.161530787124881,11.9327731092437,0.161530787124881,1,0,1,31
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,1,"TrueRep",61,55,6.418,7.319,"FALSE","During the first six months of President Donald Trump's administration, average weekly earnings for all private sector workers went up.",2,9,0,61,43.8848920863309,55,-11.1151079136691,0.797907128842381,-0.22576306820176,11.1151079136691,0.22576306820176,0,1,1,11
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,2,"TrueRep",21,59,43.975,343.562,"TRUE","Under President Donald Trumpâ€™s administration, unemployment has fallen to a 17-year low.",2,10,0,21,34.7107438016529,59,24.2892561983471,1.69976190476191,0.530488185231001,24.2892561983471,0.530488185231001,1,0,0,29
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,3,"TrueRep",65,66,14.823,7.762,"TRUE","Under the Trump administrationâ€™s first six months in charge, over 1 million jobs were added to the economy.",2,11,0,65,78.7878787878788,66,-12.7878787878788,0.837692307692308,-0.177104420516668,12.7878787878788,0.177104420516668,1,0,0,15
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,4,"TrueRep",70,57,7.72,6.501,"TRUE","During President Donald Trumpâ€™s first quarter in office, American exports of coal were up by almost 60% on the previous year.",1,12,0,70,82.3529411764706,57,-25.3529411764706,0.692142857142857,-0.367962903712584,25.3529411764706,0.367962903712584,1,0,1,20
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,1,"TrueDem",81,87,6.321,3.547,"FALSE","During former President Barack Obamaâ€™s final 4 years in office, wages of the average American worker went up.",2,13,0,81,68.0672268907563,87,-18.9327731092437,0.782381918284555,-0.245412271105583,18.9327731092437,0.245412271105583,1,0,1,31
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,2,"TrueDem",78,83,13,4.222,"TRUE","For approximately six years following the signing of â€œObamacareâ€ù into law, American businesses created new jobs every single month - a new record at the time.",2,14,0,78,87.6404494382022,83,-4.64044943820224,0.947051282051282,-0.0544020351489453,4.64044943820224,0.0544020351489453,0,1,0,28
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,3,"TrueDem",84,83,4.701,8.177,"FALSE","After six years of the Obama administration, US job growth was at its fastest pace since before the millennium.",2,15,0,84,72.4137931034483,83,-10.5862068965517,0.872455338595762,-0.136443814071558,10.5862068965517,0.136443814071558,1,0,1,34
143,2,37,2,6,1,1,1,2,1,1,6,3,2,2,-3.05523954533184,4,"TrueDem",81,85,8.402,5.337,"TRUE","House speaker Republican Paul Ryan was wrong when he claimed in 2016 that Medicare is going broke because of â€œObamacare.â€ù Medicare was in better shape because of Obamacare.",2,16,0,81,89.5027624309392,85,-4.50276243093921,0.949691358024692,-0.0516182334643331,4.50276243093921,0.0516182334643331,0,1,0,31
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,1,"FalseRep",76,24,2.942,4.095,"TRUE","CNNâ€™s ratings have decreased due to their poor coverage of President Donald Trump.",2,1,0,76,86.3636363636364,24,-62.3636363636364,0.277894736842105,-1.28051288144827,62.3636363636364,1.28051288144827,1,1,0,26
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,2,"FalseRep",61,32,12.064,3.982,"FALSE","Expansion of Medicaid through ""Obamacare"" in Ohio left nearly 60,000 disabled citizens stuck on waiting lists for months.",1,2,0,61,43.8848920863309,32,11.8848920863309,1.37140287769784,0.315834214230984,11.8848920863309,0.315834214230984,0,0,0,11
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,3,"FalseRep",36,29,2.574,4.623,"FALSE","Only 10 cents on every dollar from the Clinton Foundation goes to charitable causes.",1,3,0,36,21.9512195121951,29,-7.04878048780488,0.756938603868797,-0.278473133366471,7.04878048780488,0.278473133366471,0,0,0,14
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,4,"FalseRep",99,80,8.384,3.116,"FALSE","President Donald Trump signed more bills through the legislature in his first 178 days in office than any president in history.",2,4,0,99,98.019801980198,80,18.019801980198,1.22524752475248,0.20314288460754,18.019801980198,0.20314288460754,0,0,1,49
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,1,"FalseDem",81,65,4.384,14.279,"FALSE","During a 2017 summer event highlighting problems with â€œObamacare,â€ù President Donald Trump ignored a disabled child who tried to shake his hand.",2,5,0,81,68.0672268907563,65,3.06722689075632,1.04718810601164,0.0461085776533639,3.06722689075632,0.0461085776533639,1,1,1,31
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,2,"FalseDem",80,85,3.439,4.402,"FALSE","Within two years of â€œObamacareâ€ù being signed into law, health care premiums were going up more slowly than at any time in the previous 50 years.",1,6,0,80,66.6666666666667,85,-18.3333333333333,0.784313725490196,-0.242946178610389,18.3333333333333,0.242946178610389,1,1,0,30
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,3,"FalseDem",37,28,7.36,2.593,"FALSE","Democrat Nancy Pelosi was right when she claimed in 2012 that under â€œObamacareâ€ù everybody in the US will have lower rates, better quality, and better access to health care.",1,7,0,37,22.6993865030675,28,-5.30061349693252,0.810692375109553,-0.209866612349651,5.30061349693252,0.209866612349651,1,1,0,13
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,4,"FalseDem",38,74,15.265,3.19,"FALSE","More jobs were created in the private sector during the first year of the Obama administration than during the previous eight years of his Republican predecessor George W. Bush.",2,8,0,38,23.4567901234568,74,-50.5432098765432,0.316983650316984,-1.14890508272208,50.5432098765432,1.14890508272208,1,1,1,12
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,1,"TrueRep",38,43,11.549,2.006,"TRUE","During the first six months of President Donald Trump's administration, average weekly earnings for all private sector workers went up.",2,9,0,38,55.0724637681159,43,-12.0724637681159,0.78078947368421,-0.247449725423655,12.0724637681159,0.247449725423655,1,1,0,12
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,2,"TrueRep",75,39,4.728,2.643,"FALSE","Under President Donald Trumpâ€™s administration, unemployment has fallen to a 17-year low.",1,10,0,75,60,39,21,1.53846153846154,0.430782916092454,21,0.430782916092454,0,0,0,25
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,3,"TrueRep",26,8,3.767,4.089,"FALSE","Under the Trump administrationâ€™s first six months in charge, over 1 million jobs were added to the economy.",2,11,0,26,14.9425287356322,8,6.94252873563219,1.86781609195402,0.624769883115209,6.94252873563219,0.624769883115209,0,0,1,24
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,4,"TrueRep",12,72,7.142,56.076,"FALSE","During President Donald Trumpâ€™s first quarter in office, American exports of coal were up by almost 60% on the previous year.",2,12,0,12,6.38297872340425,72,-65.6170212765958,0.0886524822695035,-2.42303124606991,65.6170212765958,2.42303124606991,0,0,1,38
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,1,"TrueDem",88,77,10.445,2.682,"FALSE","During former President Barack Obamaâ€™s final 4 years in office, wages of the average American worker went up.",2,13,0,88,78.5714285714286,77,1.57142857142858,1.02040816326531,0.0202027073175197,1.57142857142858,0.0202027073175197,1,1,1,38
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,2,"TrueDem",3,24,9.524,7.449,"FALSE","For approximately six years following the signing of â€œObamacareâ€ù into law, American businesses created new jobs every single month - a new record at the time.",1,14,0,3,1.52284263959391,24,-22.4771573604061,0.0634517766497462,-2.75747508442973,22.4771573604061,2.75747508442973,1,1,0,47
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,3,"TrueDem",70,87,11.64,1.237,"TRUE","After six years of the Obama administration, US job growth was at its fastest pace since before the millennium.",1,15,0,70,82.3529411764706,87,4.64705882352942,1.05642857142857,0.0548939471074499,4.64705882352942,0.0548939471074499,0,0,1,20
144,2,26,2,4,4,2,3,3,3,1,4,1,2,3,0,4,"TrueDem",69,28,2.832,4.629,"FALSE","House speaker Republican Paul Ryan was wrong when he claimed in 2016 that Medicare is going broke because of â€œObamacare.â€ù Medicare was in better shape because of Obamacare.",2,16,0,69,52.6717557251908,28,24.6717557251908,1.88113413304253,0.631874857208995,24.6717557251908,0.631874857208995,1,1,1,19
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,1,"FalseRep",60,71,9.242,3.978,"TRUE","CNNâ€™s ratings have decreased due to their poor coverage of President Donald Trump.",2,1,0,60,75,71,-4,0.946666666666667,-0.054808236494995,4,0.054808236494995,1,0,0,10
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,2,"FalseRep",31,15,11.513,3.29,"FALSE","Expansion of Medicaid through ""Obamacare"" in Ohio left nearly 60,000 disabled citizens stuck on waiting lists for months.",1,2,0,31,18.3431952662722,15,3.34319526627219,1.22287968441815,0.201208474447954,3.34319526627219,0.201208474447954,0,1,0,19
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,3,"FalseRep",9,13,14.158,4.378,"FALSE","Only 10 cents on every dollar from the Clinton Foundation goes to charitable causes.",1,3,0,9,4.71204188481675,13,-8.28795811518325,0.36246476037052,-1.01482802218386,8.28795811518325,1.01482802218386,0,1,0,41
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,4,"FalseRep",10,19,41.804,3.196,"TRUE","President Donald Trump signed more bills through the legislature in his first 178 days in office than any president in history.",1,4,0,10,18.1818181818182,19,0.818181818181817,1.045,0.0440168854167743,0.818181818181817,0.0440168854167743,1,0,1,40
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,1,"FalseDem",91,90,39.7,4.379,"TRUE","During a 2017 summer event highlighting problems with â€œObamacare,â€ù President Donald Trump ignored a disabled child who tried to shake his hand.",2,5,0,91,95.2879581151832,90,-5.28795811518324,0.944505494505494,-0.0570937746879918,5.28795811518324,0.0570937746879918,0,1,0,41
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,2,"FalseDem",61,39,56.943,4.474,"FALSE","Within two years of â€œObamacareâ€ù being signed into law, health care premiums were going up more slowly than at any time in the previous 50 years.",2,6,0,61,43.8848920863309,39,4.88489208633093,1.12525364323925,0.118008470901064,4.88489208633093,0.118008470901064,1,0,1,11
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,3,"FalseDem",50,40,21.795,435.712,"FALSE","Democrat Nancy Pelosi was right when she claimed in 2012 that under â€œObamacareâ€ù everybody in the US will have lower rates, better quality, and better access to health care.",1,7,0,50,33.3333333333333,40,-6.66666666666667,0.833333333333333,-0.182321556793955,6.66666666666667,0.182321556793955,1,0,0,0
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,4,"FalseDem",20,31,37.301,10.157,"TRUE","More jobs were created in the private sector during the first year of the Obama administration than during the previous eight years of his Republican predecessor George W. Bush.",1,8,0,20,33.3333333333333,31,-2.33333333333333,0.93,-0.0725706928348353,2.33333333333333,0.0725706928348353,0,1,1,30
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,1,"TrueRep",29,40,19.436,5.073,"TRUE","During the first six months of President Donald Trump's administration, average weekly earnings for all private sector workers went up.",2,9,0,29,44.9612403100775,40,-4.96124031007751,0.889655172413793,-0.116921338058902,4.96124031007751,0.116921338058902,1,0,0,21
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,2,"TrueRep",30,31,57.324,3.498,"TRUE","Under President Donald Trumpâ€™s administration, unemployment has fallen to a 17-year low.",2,10,0,30,46.1538461538462,31,-15.1538461538462,0.671666666666667,-0.397993093269463,15.1538461538462,0.397993093269463,1,0,0,20
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,3,"TrueRep",20,13,20.737,3.903,"FALSE","Under the Trump administrationâ€™s first six months in charge, over 1 million jobs were added to the economy.",1,11,0,20,11.1111111111111,13,-1.88888888888889,0.854700854700855,-0.157003748809665,1.88888888888889,0.157003748809665,0,1,0,30
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,4,"TrueRep",49,11,26.074,3.788,"FALSE","During President Donald Trumpâ€™s first quarter in office, American exports of coal were up by almost 60% on the previous year.",1,12,0,49,32.4503311258278,11,21.4503311258278,2.95003010234798,1.08181537448542,21.4503311258278,1.08181537448542,0,1,0,1
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,1,"TrueDem",50,48,9.586,3.979,"TRUE","During former President Barack Obamaâ€™s final 4 years in office, wages of the average American worker went up.",1,13,0,50,66.6666666666667,48,-18.6666666666667,0.72,-0.328504066972036,18.6666666666667,0.328504066972036,0,1,1,0
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,2,"TrueDem",50,14,23.153,4.97,"TRUE","For approximately six years following the signing of â€œObamacareâ€ù into law, American businesses created new jobs every single month - a new record at the time.",1,14,0,50,66.6666666666667,14,-52.6666666666667,0.21,-1.56064774826467,52.6666666666667,1.56064774826467,0,1,1,0
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,3,"TrueDem",50,50,51.813,7.296,"FALSE","After six years of the Obama administration, US job growth was at its fastest pace since before the millennium.",2,15,0,50,33.3333333333333,50,-16.6666666666667,0.666666666666667,-0.405465108108165,16.6666666666667,0.405465108108165,1,0,1,0
145,7,40,1,3,3,1,2,2,1,1,5,3,2,1,-1.44499018211566,4,"TrueDem",81,70,85.58,153.235,"FALSE","House speaker Republican Paul Ryan was wrong when he claimed in 2016 that Medicare is going broke because of â€œObamacare.â€ù Medicare was in better shape because of Obamacare.",2,16,0,81,68.0672268907563,70,-1.93277310924368,0.972388955582233,-0.0279993945003581,1.93277310924368,0.0279993945003581,1,0,1,31
146,7,33,2,5,2,1,1,1,1,2,3,3,2,3,-2.88998036423133,1,"FalseRep",35,81,1.533,0.846,"FALSE","CNNâ€™s ratings have decreased due to their poor coverage of President Donald Trump.",2,1,0,35,21.2121212121212,81,-59.7878787878788,0.261878039655817,-1.33987638109551,59.7878787878788,1.33987638109551,0,1,1,15
146,7,33,2,5,2,1,1,1,1,2,3,3,2,3,-2.88998036423133,2,"FalseRep",64,40,1.936,0.864,"TRUE","Expansion of Medicaid through ""Obamacare"" in Ohio left nearly 60,000 disabled citizens stuck on waiting lists for months.",1,2,0,64,78.0487804878049,40,-38.0487804878049,0.5125,-0.668454567969574,38.0487804878049,0.668454567969574,1,0,1,14
146,7,33,2,5,2,1,1,1,1,2,3,3,2,3,-2.88998036423133,3,"FalseRep",76,75,10.922,1.569,"FALSE","Only 10 cents on every dollar from the Clinton Foundation goes to charitable causes.",1,3,0,76,61.2903225806452,75,-13.7096774193548,0.817204301075269,-0.201866152866925,13.7096774193548,0.201866152866925,0,1,0,26
146,7,33,2,5,2,1,1,1,1,2,3,3,2,3,-2.88998036423133,4,"FalseRep",76,63,3.131,0.924,"TRUE","President Donald Trump signed more bills through the legislature in his first 178 days in office than any president in history.",2,4,0,76,86.3636363636364,63,-23.3636363636364,0.729473684210526,-0.315431985404683,23.3636363636364,0.315431985404683,1,0,0,26
146,7,33,2,5,2,1,1,1,1,2,3,3,2,3,-2.88998036423133,1,"FalseDem",71,77,2.675,0.882,"TRUE","During a 2017 summer event highlighting problems with â€œObamacare,â€ù President Donald Trump ignored a disabled child who tried to shake his hand.",2,5,0,71,83.0409356725146,77,-6.04093567251462,0.927253521126761,-0.0755282652330085,6.04093567251462,0.0755282652330085,0,1,0,21
